Comparison	Signature	Sample	Age	Cell_type	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge	Dataset
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 34-Progenitor	Striatum	Mouse P9	Str/SVZ 34-Progenitor	0.6178997613365155	0.6500820405727923	0.240031539364625	0.932361179383907	2588	94	TUBA1B, CX3CR1, DENND5B, UCP2, LTC4S, GPX1, PFN1, HINT1, CLIC1, SEPP1, ATP5J2, ARPC1B, ARHGDIB, C1QC, EEF1B2, EIF5A, GABARAP, LYZ, HEXA, MT1G, FCRL2, TREM2, BOLA2B, PPIA, EEF1G, NDUFA2, C1QA, LIMD2, EEF1A1, GNG5, C1QB, CYBA, RAP1B, FAU, FAU, UQCRH, CD63	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 T	V-SVZ	Mouse adult	VSVZ-1 T	0.6299643281807372	0.6593409030699944	0.24048038652322318	0.9220203432275045	2648	88	CRIP1, SLFN12, PTPRCAP, ITGB7, GIMAP6, ANXA1, CYBB, FGR, MYO1G, IFI27L1, MNDA, MNDA, CD79B, TBC1D10C, ARHGDIB, CLEC7A, IL2RG, LAT, KLF2, CLEC12A, GIMAP1, PLBD1, GIMAP5, GIMAP5, EMP3	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 Endothelial	V-SVZ	Mouse adult	VSVZ-2 Endothelial	0.7399952640303102	0.7705105326501169	0.22838452080052066	0.8786542988759946	3124	89	HEG1, NOSTRIN, TMEM204, KDR, CLEC14A, VWF, USHBP1, EMCN, ROBO4, TEK, SLCO1C1, TINAGL1, PTPRB, ESAM, TIE1, KITLG, TMEM88, CD34, ADCY4, ERG, PROM1, CCM2L, FLT1, ABCG2, KLF2, LSR, EDN3, CD93, CDH5, ENG	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 Microglia	V-SVZ	Mouse adult	VSVZ-2 Microglia	0.8820867079561696	0.9090893622813584	0.21015919914229525	0.8201157954830454	3702	97	DUSP6, CD37, FOSB, CX3CR1, TMEM173, CYTH4, GRN, LTC4S, ABI3, GPR34, CCL4, HEXB, MPEG1, CD14, FCGR1A, P2RY13, C1QC, LYZ, HEXA, FCRL2, TREM2, CFH, CCL18, CRYBB1, SLCO2B1, ARSB, NCKAP1L, C1QA, NCF1, C1QB, LPCAT2, CYBA, IFNGR1, TGFBR1, CCR2, LAIR1, BCL2A1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-2 T	V-SVZ	Mouse adult	VSVZ-2 T	0.8595215759849906	0.8903761966613749	0.21660621322823712	0.8135211343639341	3664	78	CRIP1, SLFN12, PTPRCAP, ITGB7, GIMAP6, PFN1, IFI27L1, MNDA, ARPC1B, ARHGDIB, IL2RG, BTG1, WDR89, KLF2, GIMAP1, PTPN6, LYZ	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 Microglia	V-SVZ	Mouse adult	VSVZ-1 Microglia	0.9043187783345263	0.9225878445635066	0.20762430898930762	0.8086346320879004	3789	96	DUSP6, CD37, FOSB, CX3CR1, TMEM173, CYTH4, GRN, LTC4S, ABI3, GPR34, CCL4, HEXB, MPEG1, CCL15-CCL14, CD14, GNGT2, ARHGDIB, FCGR1A, P2RY13, C1QC, LYZ, HEXA, FCRL2, TREM2, CCL18, CRYBB1, SLCO2B1, ARSB, C1QA, EGR1, C1QB, LPCAT2, CYBA, IFNGR1, TGFBR1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 9-Microglia	Striatum	Mouse P9	Str/SVZ 9-Microglia	0.9424904942965779	0.9566988937080841	0.19908262131995952	0.7687857522675251	3965	91	ZFHX3, IGF1, FGD2, ADAP2, CX3CR1, MERTK, SNX5, CD84, CYTH4, LTC4S, RREB1, MPEG1, SEPP1, ARPC1B, C1QC, ZNF710, LYZ, HEXA, FCRL2, TREM2, CFH, FLI1, CRYBB1, SLCO2B1, C1QA, IKZF1, C1QB, LPCAT2, CYBA	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p3 MAC	Forebrain P3	Mouse P3	Macrophages	0.982266954229571	0.98715385449937	0.1843709234550527	0.7265525153994254	4098	104	SLFN12, IGF1, FCGR1B, CD163, TMEM106A, MRC1, RGS18, CD84, FOLR2, CYBB, LTC4S, CD200R1L, LPXN, SLFN12L, CCL15-CCL14, MNDA, CD14, FCGR1A, C1QC, PF4V1, PTPN6, CCL23, LYZ	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF Microglia	Human fetal cortex/MGE	Human fetal	Microglia	0.9942707089997613	0.9942707089997613	0.1746003710730386	0.6849295957708609	4164	100	VSIG4, FGD2, CCL3, ADAP2, CX3CR1, CD84, FOLR2, CYTH4, CYBB, PLEK, DHRS9, CCL4, FCGR1A, HCLS1, CLEC7A, P2RY13, PTGER4, CD4, C1QC, ATP8B4, TREM2, LCP2, NCF4, OLR1, NCKAP1L, C1QA, TMEM52B, STAB1, C3AR1, ITGAX, C1QB, LCP1, BCL2A1, BCL2A1, BCL2A1, BCL2A1	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-e15 MGL	Forebrain E15.5	Mouse E15.5	Microglia	0.8960370560988162	0.9187791133602075	-0.21105199699935806	-0.798332636520467	5222	104	PLIN2, CST3, DHRS3, ANXA3, GAS6, GLUL, CTSH, SIRPA, CD48, CTSB, FCGR2A, RAC2, MS4A6E, MS4A6E, MS4A6E, CREG1, CD53, SERINC3, EVI2A, P2RY6, P2RY12, CD86, CTSZ, APOE, FTL, SIRPB1, RNASE4, RGS10	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 10-Astrocytes	Striatum	Mouse P9	Str/SVZ 10-Astrocytes	0.42721464341219134	0.4565997776151463	-0.27193075214523404	-1.011582556901776	2473	93	NTRK2, LUZP2, RIIAD1, CST3, CLU, CPE, ATP1A2, SFRP1, TSC22D4, CREB5, BCL2, BMPER, BAALC, GLUL, PACRG, NCKAP5, DTNA, GLUD1, TRPS1, TOX, MMD2, RGS20, PTER, FAM107A, PTN, IGFBP5, TIMP3, TNC, ARHGAP5, S100A6, APOE, NDRG2, SCD	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 ASTR1	Forebrain P0	Mouse P0	Astrocytes 1	0.25097972397341967	0.2770377281018075	-0.28657218727004663	-1.1009954399570463	1472	116	GFAP, FSTL5, LUZP2, CLDN10, ATP1B1, RIIAD1, CBS, CST3, CLU, CPE, ATP1A2, C4orf3, C4orf3, POLR3H, SFRP1, TSC22D4, CREB5, BCL2, NKAIN4, TGFB2, GLUL, ALDOC, DTNA, FBLN2, ENTPD2, CCDC80, MMD2, RGS20, VCAM1, PTN, MT1HL1, MT1HL1, IGFBP5, MT1B, MT1B, MT1A, MT1A, GSTM5, RGCC, TNC	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 MNG	Forebrain P0	Mouse P0	Meninges	0.23680137575236457	0.2642755685192135	-0.29806799104586645	-1.1182807467416347	1376	98	OSR1, GPC3, AEBP1, CP, S100A10, CMBL, SIDT1, BMP5, WNT6, COL13A1, IGF2, GJB6, TFPI, LPAR1, CXCL12, COL6A1, FIBIN, APOD, EFEMP1, NUPR1, MRGPRF, CLDN11, COL6A2, COLEC12, LRRK1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p6 MNG	Forebrain P6	Mouse P6	Meninges	0.19309749784296806	0.2166983031348864	-0.3047989103524727	-1.1476820296956285	1118	101	OSR1, GPC3, CP, S100A10, CMBL, SIDT1, COL13A1, WNT5A, PDLIM2, IGF2, GJB6, NBL1, TFPI, BMP2, TMEM132C, CXCL16, CRABP2, MINOS1-NBL1, LPAR1, CXCL12, COL6A1, FBLN5, SERPING1, APOD, EFEMP1, NUPR1, MRGPRF, WDR86, COL6A2, COLEC12	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF MGE-RG1	Human fetal cortex/MGE	Human fetal	MGE Radial Glia 1	0.17701703079305006	0.19976223586701738	-0.30852679883922723	-1.1608404574026063	1028	100	ABI3BP, BRINP3, LYPD1, COL9A1, ZFP36L2, ATP1A2, NEBL, LRP2, BAG2, PDLIM5, CREB5, TC2N, NTN1, YBX3, FBLN5, LRP2BP, PTPN14, OBSL1, MGST1, DNAH7, DNAH7, IRF2, OSBPL1A, VCAM1, C9orf3, ADAMTSL1, SLIT2, FGFR2, BCHE, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL, CTSL	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 EXIP1	Forebrain P0	Mouse P0	Excitatory neuron intermediate progenitor cells 1	0.16440240756663801	0.18847294346103266	-0.31312576713871393	-1.1747739684199956	955	98	SLC17A6, KIF21B, NSG2, TAGLN3, HS3ST1, CTTNBP2, NEGR1, CHGA, CPLX2, SCRT2, SCG5, SORBS2, TUBB3, RBFOX3, AUTS2, PPP2R2B, CDH10, RCOR2, RASGEF1B, NEUROD6, MPPED1, SRRM4, NEUROD1, HSP90AB1, TENM4, HSPA8, PCP4, TUBB2B, TTC3, PAM	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-e15 MNG	Forebrain E15.5	Mouse E15.5	Meninges	0.16632231404958678	0.18874779459559848	-0.3147393254899528	-1.175098743199185	965	95	OSR1, GPC3, AEBP1, ITM2C, S100A10, CDKN1C, GJA1, IL11RA, ATP1A2, AKAP12, SPARCL1, IGF2, ANGPTL4, GJB6, NBL1, TFPI, MINOS1-NBL1, CXCL12, COL6A1, SERPINH1, APOD, NUPR1, CLDN11, COL6A2, CD81, COLEC12	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 0-Neurogenic progenitor	Striatum	Mouse P9	Str/SVZ 0-Neurogenic progenitor	0.13783597518952448	0.1600164769441606	-0.3204251700991279	-1.2005803593045439	799	97	ADARB2, NNAT, KHDRBS3, RTN1, PBX3, SDK2, STMN2, NCAM2, PAK7, S100A10, PDE4DIP, MAGI2, CACNA1C, NCAM1, CADPS, GRIP1, SORBS2, PLXNA4, RUNX1T1, PCDH9, AUTS2, CELF4	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p3 ASTR1	Forebrain P3	Mouse P3	Astrocytes 1	0.12186807567751833	0.14566480051395683	-0.31631320138149005	-1.2072697221950823	714	111	NTRK2, GFAP, FSTL5, LUZP2, FBXO2, SCG3, ATP1B1, RIIAD1, CST3, CLU, S100A1, CPE, C4orf3, C4orf3, POLR3H, SFRP1, NKAIN4, GLUL, ALDOC, DTNA, KCNK1, CD81, EGLN3, ENTPD2, CCDC80, MMD2, PTER, PRNP, PTN, MT1HL1, MT1HL1, IGFBP5, MT1B, MT1B, PCDH8, MT1A, MT1A, GSTM5	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 40-Progenitor	Striatum	Mouse P9	Str/SVZ 40-Progenitor	0.11130254996554101	0.134629431694846	-0.32799013813293076	-1.2289250490720196	645	97	EYA1, NNAT, SLC17A6, LUZP2, NOS1, HS3ST1, CTTNBP2, FRMD5, PLXNA4, FHOD3, RBFOX3, CACNA2D1, AUTS2, KCTD4, PPP2R2B, NTNG2, CDH10, SULF1, MYT1L, CDH8, NEUROD6, MPPED1, SRRM4, TENM4, WBSCR17, SEMA3A, TUBB2B, SLC8A1, PAM, KCNB2, ID2, NEUROD2, SSTR2	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p3 MNG	Forebrain P3	Mouse P3	Meninges	0.0984001376225701	0.1204656230288434	-0.33068815927575196	-1.2442231777451755	571	100	OSR1, GPC3, AEBP1, CP, S100A10, CMBL, SIDT1, WNT6, ANGPTL2, COL13A1, PDLIM2, IGF2, GJB6, NBL1, TFPI, TMEM132C, CRABP2, MINOS1-NBL1, LPAR1, CXCL12, COL6A1, FBLN5, SERPING1, APOD, EFEMP1, NUPR1, MRGPRF, WDR86, COL6A2, COLEC12	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF IPC-nEN2	Human fetal cortex/MGE	Human fetal	Intermediate Progenitor Cells EN-like 2	0.07466024428006193	0.09309487249736118	-0.33936034832051687	-1.276852524483553	433	100	MYT1, ST8SIA1, SLC17A6, TAGLN3, LRCH3, NKAIN1, PENK, ZNF423, GNG4, SORBS2, PPFIA2, KIF3C, NUMBL, DOK6, RCOR2, RASGEF1B, ELAVL3, NEUROD6, ANK3, ELMO1, CDON, SRRM4, NEUROD1, TENM4, PPP1R17, THSD7A, BCL11B, SORBS1	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 33-Neurogenic progenitor	Striatum	Mouse P9	Str/SVZ 33-Neurogenic progenitor	0.07317493112947658	0.09180954092021285	-0.3431560653441244	-1.281194399458451	424	95	MEGF11, OLIG2, KCNIP3, ZFPM2, SLC38A1, XYLT1, OLIG1, CDH20, NCALD, PELI1, SMOC1, DSCAML1, SOX8, PDE4B, RHBDL3, ANTXR1, ZMIZ1, SOX6, ZCCHC24, HSP90AB1, ADRBK2, ME3, RGMA, MAP2, RNF122, CECR2, LRRN1, DDR1, MXRA7, TRAF4, KIF13A, DRAXIN, CRLF1	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 Endothelial	V-SVZ	Mouse adult	VSVZ-1 Endothelial	0.059786354238456234	0.07643571870992505	-0.35143014280362145	-1.3056063687788544	346	92	PCP4L1, SPOCK2, CDKN1A, ID3, TSPAN13, HSPB1, LTBP4, SRGN, CD200, ANXA3, LY6E, KIAA1462, ID1, TSC22D1, SLC9A3R2, SPTBN1, CXCL12, PODXL, ABLIM1, SEMA7A, SLC7A5, WFDC1, SLC2A1, CAV1	Mizrak et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF IN-CTX-CGE2	Human fetal cortex/MGE	Human fetal	CGE/LGE-derived inhibitory neurons	0.04644761740925512	0.060924796861490486	-0.3522006269707194	-1.325164421529635	269	100	TNR, SLIT1, CSMD3, FGF12, NRIP3, SDK2, SGIP1, RIMS2, THRB, HIP1R, VSTM2A, TNRC6C, ERC2, STXBP5L, UNC79, CPLX2, CXCR4, GRIK2, KCNJ3, PCDH9, WNT5A, WWP1, PRKCA, SHISA9, DSCAML1, RIMS1, CELF4, CDH10, TMOD2, SLCO5A1, SOGA1, CALB2, MYCBP2	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-e15 EXIP1	Forebrain E15.5	Mouse E15.5	Excitatory neuron intermediate progenitor cells 1	0.033574380165289255	0.04521349862258953	-0.366248287592419	-1.3674106398326251	194	95	RPRM, CBLN2, SLC17A6, KIF21B, TAGLN3, HS3ST1, CTTNBP2, CDKN1C, SORBS2, PLXNA4, RBFOX3, CACNA2D1, AUTS2, IGSF8, PPP2R2B, TSC22D1, RASGEF1B, DYNLL1, CXCL12, ELAVL3, NEUROD6, SERPINI1, SRRM4, NEUROD1, NAV1, PCP4, TTC3, PAM, ID2, NEUROD2, SSTR2	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 EXIP2	Forebrain P0	Mouse P0	Excitatory neuron intermediate progenitor cells 2	0.029958677685950414	0.041167706752122335	-0.3688959076374187	-1.3772956930667735	173	95	RPRM, HECW1, RTN1, TAGLN3, TESC, RAB3A, CTTNBP2, RERG, PRDM8, TPRN, CPLX2, SCRT2, ITSN1, SORBS2, FXYD6-FXYD2, WNT5A, FXYD6, RBFOX3, AUTS2, IGSF8, DPYSL4, BTBD17, RCOR2, FLRT1, TGFB2, COL12A1, STAT3, CALB2, ANK3, ELMO1, NEUROD1, HSP90AB1, PPP1R14C, KCNK1, APBA2, PROX1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HP Microglia	Human ped/adult cortex	Human ped/adult	Microglia	0.02115219260533104	0.030739157599114175	-0.37379505022231263	-1.4023907982343933	122	98	MED13L, RASGEF1C, SYNDIG1, FOXP2, RP11-624C23.1, HS3ST4, C10orf11, ST6GALNAC3, ABCC4, FRMD4A, TAB2, ARHGAP22, SLC9A9, EPB41L2, MCF2L2, FAM49B, DOCK4, ELMO1, MBNL1, LRRK1, MGAT4A, MALAT1, SLC8A1, NAV3, SAMSN1, RP11-556E13.1, ABR, ST6GAL1, CPED1, P2RY12, CD74, PLCL2, MKNK1, ARHGAP15, ITPR2, SH3KBP1, CSF2RA, DOCK8, PLXDC2, RBM47, KCNQ3, BNC2, ADAM28, LDLRAD4	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 19-Neurogenic progenitor	Striatum	Mouse P9	Str/SVZ 19-Neurogenic progenitor	0.017377838953888506	0.02543712658467738	-0.3807053534813461	-1.41948153386463	100	94	PCBP3, SLIT1, ADARB2, NMNAT2, TSHZ1, KHDRBS3, PBX3, SDK2, STMN2, NCAM2, PAK7, S100A10, FAM78B, PDE4DIP, GRID2IP, CACNA1C, CADPS, GRIP1, SORBS2, PLXNA4, RUNX1T1, PCDH9, SMOC1, CD1D, AUTS2, ZFP57, ST6GALNAC3, CELF4	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HP AST-PP	Human ped/adult cortex	Human ped/adult	Protoplasmic astrocytes	0.01719986240110079	0.025360381058557372	-0.3787620845332767	-1.4233862124912708	99	99	LSAMP, CDH20, GLIS3, AGT, CST3, RORA, RP11-384F7.2, CLU, GPC5, GJA1, ATP1A2, NEBL, ETNPPL, CACHD1, SPARCL1, PTGDS, CTNND2, CABLES1, HIF3A, CTNNA2, GLUL, ABLIM1, FMN2, DTNA, MGST1, SORBS1, RGS20, LINC00299, TNIK, AQP4, PTN, GPM6A, HPSE2, RYR3, FGFR3, SLC25A18, PAMR1, ITPR2, SOX5, APOE, NDRG2	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF Astrocyte	Human fetal cortex/MGE	Human fetal	Astrocyte	0.009977636332358507	0.015154004053657282	-0.38884194588002147	-1.4630283787694525	57	100	GFAP, LUZP2, OLIG1, CLDN10, AGT, S100B, ALDH1L1, CST3, GABBR1, LGR6, GJA1, CSGALNACT1, ATP1A2, SPARCL1, TGFB2, ALDOC, APCDD1, BCAN, RAB31, IL17RB, ZCCHC24, ABCC9, DTNA, SIRPA, SIRPA, SIRPA, SIRPA, SIRPA, SIRPA, GLUD1, HAPLN1, GRAMD3, CCDC80, KCNJ16, P2RY1, RGS20, AQP4, LGI1, ATP13A4, LRRC4C, ITGA6, IGFBP5	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF nEN-late	Human fetal cortex/MGE	Human fetal	Newborn Excitatory Neuron - late born	0.009117495269224153	0.014059038506742587	-0.391263426186697	-1.4721392641686084	52	100	ST8SIA1, NFASC, SLC17A6, EPB41L3, STXBP1, GNAI1, HS3ST1, PRDM8, INPP5F, SEMA4D, SORBS2, CPE, KIAA1324, PPFIA2, PTCHD2, PPP2R2B, DOK6, RASGEF1B, SLC24A2, DOCK4, ZC2HC1A, NEUROD1, TENM4, GRIA2, PRKACB, SORBS1, GOLGA8A	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 CINHN	Forebrain P0	Mouse P0	Cortical inhibitory neurons	0.006212251941328731	0.009803710094909403	-0.3971685583466058	-1.4954883422890208	35	101	GNAL, NNAT, INA, CELF5, SYT1, GRM5, ACTL6B, STMN2, NSG2, NSG1, LYPD1, FOXP2, BZW2, MAPK10, ADORA2A, PPP3CA, RUNX1T1, TUBB3, PLCXD3, ZNF503, STMN3, SYT6, SYT5, APLP1, CELF4, UCHL1, FOXP1, RXRG, RGS17, ELAVL3, ELMO1, KIF26A, STMN4, BCL11B, CSRNP3, GNG2, GAP43, DPF1, GUCY1A3, TUBB2B, ZCCHC18, SNRPN, CCL27, CCL27, CCL27, CCL27, CCL27, CCL27, CCL27, PHACTR1	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF IN-CTX-MGE1	Human fetal cortex/MGE	Human fetal	MGE-derived Ctx inhibitory neuron, Germinal Zone Enriched	0.0055049028040598654	0.008755829656851125	-0.3984909111932631	-1.4993328727382957	31	100	NXPH1, RBP1, TENM2, FAM135B, NMNAT2, AKR1C1, AKR1C1, AKR1C1, AKR1C1, PDE4DIP, MAGI2, BMP3, GRIA4, ERO1LB, CADPS, GRIP1, CXCR4, NBEA, MAPK10, PTPRT, RUNX1T1, BEND4, DSCAML1, RIMS1, DPYSL3, CELF4, SPPL3, ST8SIA4, FNBP1, ACKR3, NCOA2, SLCO5A1, SATB1, ELMO1, NTN4, SOX6, BRINP2, CAMTA1, TRERF1, GRIK3, ZNF608, CDK14	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	Str/SVZ 3-Astrocytes	Striatum	Mouse P9	Str/SVZ 3-Astrocytes	0.0063672345551540185	0.009970398295667532	-0.40288333310367486	-1.506425692279939	36	96	GABBR2, SLC7A10, ZFPM2, LUZP2, ID3, CST3, RORA, PTPRT, ADCYAP1R1, GPC5, CPE, ATP1A2, SPARCL1, WDR17, CDH10, FRMD4A, FNBP1, BCL2, GLUL, BCAN, NCKAP5, DTNA, PPP1R3C, GLUD1, TRPS1, HAPLN1, GRAMD3, MMD2, RGS20, RGMA, AQP4, NWD1, ID2, PTN, NRCAM, SLC39A12, FGFR3, TIMP3, SLC1A4, TNC, APOE, PHYHIPL, NTM, RASA2	Anderson et al 2020
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF nEN-early2	Human fetal cortex/MGE	Human fetal	Newborn Excitatory Neuron - early born 2	0.0039566488904180285	0.006343199014797157	-0.4058470631759267	-1.5270105942989702	22	100	ST8SIA1, NFASC, SLC17A6, RNF182, PAK7, HS3ST1, RBFOX1, CTTNBP2, NKAIN1, WWC1, TSPAN13, PHACTR3, PRDM8, GNG4, SCRT2, SH3BGRL2, ADCYAP1R1, SORBS2, KIAA1324, RBFOX3, PTCHD2, PPP2R2B, CNTN2, DOK6, ST3GAL6, RASGEF1B	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HP IN-VIP	Human ped/adult cortex	Human ped/adult	VIP interneurons	0.006818181818181818	0.010594405594405594	-0.4265613715524205	-1.5360490186275881	38	76	RELN, ADARB2, FSTL5, PWRN1, BTBD11, KAZN, DOCK10, VWC2, RP11-123O10.4, DNER, GRIP1, ASIC2, GALNT13, GRIK2, GABRG3, KCNC2, MTUS2, KCNT2, C8orf34, DSCAM, LINGO2, NR2F2-AS1, CACNA1D, GRIK1, CALB2, ZNF804A, CNTN4, PLD5, CHRM3, PROX1, THSD7A	Velmeshev et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p0 ASTR2	Forebrain P0	Mouse P0	Astrocytes 2	0.002385414891804396	0.003949621378233508	-0.4083986285020098	-1.5690462914382857	13	116	SLC7A10, GRM5, OLIG1, CLDN10, RAMP1, ID3, ALDH1L1, CBS, CST3, GLUD2, METRN, GJA1, CPE, ATP1A2, TIMP4, SPARCL1, TSC22D4, ID1, SERPINE2, GLUL, ALDOC, BCAN, TMEM229A, PPP1R3C, MGST1, GLUD1, PLA2G7, MMD2, VCAM1, GNG12, AQP4, PTN, MT1HL1, MT1HL1, MT1B, MT1B, FGFR3, SLC25A18, MT1A, MT1A, GSTM5, FADS2, TNC, CA8, SCRG1, APOE, NDRG2, SCD, SCD, PHYHIPL	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-e12 CINHN	Forebrain E12.5	Mouse E12.5	Cortical inhibitory neurons	0.002073971655720705	0.003462332846740351	-0.4297425747844018	-1.5905025167095619	11	90	NEFM, NNAT, INA, L1CAM, SYT1, ACTL6B, RAB3C, RTN1, STMN2, TAGLN3, TSHZ2, RAB3A, NSG1, LY6H, BEX2, TUBB4A, RGS2, CELF3, RUNX1T1, TUBB3, RUFY3, CD200, STMN3, DPYSL3, APLP1, CELF4, UCHL1, POU3F1, NAP1L5, ELAVL3, ANK3, STMN4	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p6 ASTR2-2	Forebrain P6	Mouse P6	Astrocytes 2-2	0.001725625539257981	0.0029292131002530437	-0.4233963083356791	-1.5942456420018047	9	101	CLDN10, ID3, SOCS3, PPP1R3G, ALDH1L1, CBS, CST3, GLUD2, DUSP1, GJA1, CPE, ATP1A2, PMM1, SPARCL1, DHCR7, BTBD17, ID1, CSRNP1, PDE10A, TGFB2, GLUL, ALDOC, BHLHE40, BCAN, MSMO1, PPP1R3C, GLUD1, PLA2G7, MMD2, JUNB, VCAM1, AQP4, ID2, PTN, GPM6A, MRAS, GSTM5, FADS2, FEZ1, CA8, CHRDL1, NDRG2, PHYHIPL, JUN, LCAT, NR4A2	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	HF IN-CTX-MGE2	Human fetal cortex/MGE	Human fetal	MGE-derived Ctx inhibitory neuron, Cortical Plate-enriched	0.0012041974883880955	0.0020969645918482356	-0.4282351896460011	-1.6112465279996644	6	100	NXPH1, TENM2, FAM135B, NMNAT2, KCNA3, SYT1, SNAP25, THRB, VSTM2A, PDE4DIP, MAGI2, BMP3, GRIA4, LPHN3, ERO1LB, CADPS, GRIP1, CXCR4, MAPK10, PTPRT, XKR4, RUNX1T1, LINC00599, RPH3A, RIMS1, CELF4, ST8SIA4, FNBP1, ACKR3, PARP8, FHL1, NTN4, TTC21B, SOX6, BRINP2, JARID2, TRERF1, CDK14, CSRNP3	Nowakowski et al 2017
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	F-p3 ASTR2	Forebrain P3	Mouse P3	Astrocytes 2	0.0010231923601637107	0.0017972596239397354	-0.428212496988855	-1.6265122006270776	5	107	SLC7A10, LUZP2, GRM5, CLDN10, RAMP1, ID3, ALDH1L1, CBS, CST3, GLUD2, GJA1, CPE, ATP1A2, SPARCL1, BTBD17, TSC22D4, SERPINE2, GLUL, ALDOC, BCAN, MSMO1, TMEM229A, GABRG1, MGST1, GLUD1, CD81, PLA2G7, MMD2, VCAM1, GNG12, AQP4, PTN, GPM6A, MT1HL1, MT1B, FGFR3, SLC25A18, MT1A, GSTM5, TIMP3, FADS2, FEZ1, TNC, APOE, NDRG2, SCD, PHYHIPL	Jessa et al 2019
HGG-G34R.V_vs_HGG-H3.3-K27M-pons	VSVZ-1 Astrocyte	V-SVZ	Mouse adult	VSVZ-1 Astrocyte	0.0017205781142463868	0.0029292131002530437	-0.4362674808820022	-1.62664808171127	9	94	SLC7A10, NTRK2, LUZP2, LSAMP, CLDN10, C1orf198, SCG3, AGT, ENHO, ALDH1L1, ACSL6, SDC4, CLU, CPE, ATP1A2, TIMP4, SPARCL1, BTBD17, GJB6, NKAIN4, ALDOC, NTSR2, BCAN, GPLD1, KCNK1, MGST1, GLUD1, PLA2G7, ENTPD2, MMD2, TMEM47, AQP4, PRNP, ID2, FAM107A, GPM6A, SLC39A12, FGFR3, SLC25A18	Mizrak et al 2019
